scenario,n_runs_setting,base_seed,agent_setup,tau,beta,fx_cost,n_observations,final_gap_mean,final_gap_std,recovery_time_mean,recovery_time_std,recovery_b_mean,recovery_b_std,vol_before_mean,vol_after_mean
moderate_transport,50,242,high_agents,0.5,0.0,0.001,50,12.154060000000008,0.2007730376645731,197.55555555555554,78.16506750318699,1.0,0.0,0.0003047939429873634,0.0007897016101318713
moderate_transport,50,242,low_agents,0.5,0.0,0.001,50,7.595200000000011,0.7750108360006112,0.26,0.5646020812962715,1.0,0.0,0.0004579185728681901,0.0031948695632251704
moderate_transport,100,42,baseline_agents,0.5,0.0,0.001,100,6.298220000000006,4.179504541657709,3.94,5.160327469438034,1.0,0.0,0.00048420597751060683,0.00634606363178783
moderate_transport,100,42,high_agents,0.5,0.0,0.001,100,12.188420000000008,0.19382394281430002,227.54545454545453,58.2638200538956,1.0,0.0,0.0003087005040651746,0.0007796373314896732
moderate_transport,100,42,low_agents,0.5,0.0,0.001,100,7.465700000000009,0.753558902941249,0.28,0.6208498574168682,1.0,0.0,0.00045497618714528137,0.003473356857122451
moderate_transport,100,142,baseline_agents,0.5,0.0,0.001,100,5.420780000000003,4.445066089156576,6.065573770491803,7.496374351331485,1.0,0.0,0.00047564000338592863,0.007916256660942455
moderate_transport,100,142,high_agents,0.5,0.0,0.001,100,12.187090000000007,0.17742416761119334,195.13333333333333,60.71345657697156,1.0,0.0,0.00030417538560906254,0.0007788051006599868
moderate_transport,100,142,low_agents,0.5,0.0,0.001,100,7.496700000000009,0.8265604220582621,0.29,0.5182526976156117,1.0,0.0,0.0004493171613805829,0.004095298617910475
moderate_transport,100,242,baseline_agents,0.5,0.0,0.001,100,5.360290000000004,4.342609563861508,6.017241379310345,16.925524562925293,1.0,0.0,0.0004979521960402525,0.007350208055048737
moderate_transport,100,242,high_agents,0.5,0.0,0.001,100,12.180480000000006,0.19321446084283497,193.2,68.84579040974734,1.0,0.0,0.000306378457137876,0.0007840642434669495
moderate_transport,100,242,low_agents,0.5,0.0,0.001,100,7.68520000000001,0.7792349005935443,0.28,0.5140451577852126,1.0,0.0,0.0004538465872002451,0.003943109414104533
stress,20,42,baseline_agents,1.0,0.6,0.01,20,4.325450000000009,1.3233442276055187,14.235294117647058,16.81713936644958,28.3,27.168286465540742,0.0002611176329396926,0.0027046894154878058
stress,20,42,high_agents,1.0,0.6,0.01,20,3.910850000000007,0.10446972616127073,21.05,2.438183102661747,62.05,3.6051863226541605,0.0002886766205207097,0.0009965088056595967
stress,20,42,low_agents,1.0,0.6,0.01,20,8.91350000000001,0.97905042609771,0.4,0.5982430416161189,1.15,0.6708203932499369,0.00042247386176018625,0.005010907561281225
stress,20,142,baseline_agents,1.0,0.6,0.01,20,4.051750000000006,1.3959907960411426,12.61111111111111,12.893860321367224,27.9,29.307624299920032,0.0003330073835388895,0.0037810584259190894
stress,20,142,high_agents,1.0,0.6,0.01,20,3.914350000000007,0.07658107159289523,20.8,3.053901732124609,62.6,3.2019730759248057,0.0002889606484187812,0.0009880452903737015
stress,20,142,low_agents,1.0,0.6,0.01,20,8.81100000000001,1.1350673525112271,0.5,0.512989176042577,1.25,0.5501196042201808,0.00044277012127829946,0.0071883565941898205
stress,20,242,baseline_agents,1.0,0.6,0.01,20,4.228450000000008,0.9121545041678432,10.882352941176471,15.119864222857528,24.95,26.593380656412265,0.0006075745636066911,0.006238467166558707
stress,20,242,high_agents,1.0,0.6,0.01,20,3.8775000000000075,0.11663325336058171,20.55,2.6252819397462623,62.95,3.8726435959241883,0.0002863006501783878,0.0009954385367806945
stress,20,242,low_agents,1.0,0.6,0.01,20,8.827000000000009,0.8143844947340033,0.75,1.446411166701189,1.2,0.5231483637805969,0.0004007167224277003,0.004623896407709922
stress,50,42,baseline_agents,1.0,0.6,0.01,50,4.041240000000008,1.2113655064447246,17.95,30.722037525912725,28.714285714285715,24.517000904134527,0.0002958777550005473,0.003296335253107148
stress,50,42,high_agents,1.0,0.6,0.01,50,3.9134600000000086,0.09834346517617304,20.54,2.5088415084029747,63.16,4.765351133817048,0.0002872259858691936,0.0009929498967302308
stress,50,42,low_agents,1.0,0.6,0.01,50,8.88280000000001,0.8818511142789943,0.58,1.2468736413731025,1.3,0.839095723176481,0.0004162249574617713,0.004035082634959403
stress,50,142,baseline_agents,1.0,0.6,0.01,50,4.009160000000007,1.3433876818228885,12.170731707317072,13.615987733220807,27.6734693877551,29.07632753855362,0.0003297966025462471,0.00445245325725679
stress,50,142,high_agents,1.0,0.6,0.01,50,3.910500000000008,0.09300104234658592,20.7,2.873169337302681,63.3,4.166190448976481,0.00027879927742351486,0.0009886945959115172
stress,50,142,low_agents,1.0,0.6,0.01,50,8.810800000000008,1.0640907587499968,0.7,1.0546302185881,1.26,0.8033094811148314,0.00042103725812541224,0.006655384704239622
stress,50,242,baseline_agents,1.0,0.6,0.01,50,4.211140000000007,1.0976875695789592,21.195121951219512,42.53364521892941,27.76,26.704398475891264,0.0004311594247334101,0.004309152964015881
stress,50,242,high_agents,1.0,0.6,0.01,50,3.872080000000009,0.11497130786701934,20.54,2.4007651841418722,63.4,3.7688302737922625,0.0002815523148672736,0.0009974869777295992
stress,50,242,low_agents,1.0,0.6,0.01,50,8.99940000000001,0.9596542957476603,0.82,1.3353895709202048,1.2,0.67005939426049,0.0004005869542699001,0.005904436633565903
stress,100,42,baseline_agents,1.0,0.6,0.01,100,4.100580000000007,1.0802910679604614,15.759036144578314,26.02231235926331,27.31578947368421,24.734446287448932,0.00032578783266260327,0.0038087091780714625
stress,100,42,high_agents,1.0,0.6,0.01,100,3.9045500000000084,0.10558613459248309,20.43,2.5316381888397723,62.96,4.614251091056178,0.0002852214595047982,0.0009917885108668466
stress,100,42,low_agents,1.0,0.6,0.01,100,8.975000000000009,0.8652091473666172,0.66,1.2809403111808453,1.27,0.8147007878585695,0.0004219658479300283,0.004399613082607174
stress,100,142,baseline_agents,1.0,0.6,0.01,100,3.9742100000000073,1.2975027552568035,15.378048780487806,18.321302614144894,25.628865979381445,27.115616498165796,0.0003397238675078125,0.003694199531758549
stress,100,142,high_agents,1.0,0.6,0.01,100,3.8911500000000077,0.0893507869652709,20.74,2.6841096185596536,63.18,4.5224021506408745,0.00028242516840049114,0.0009889547472164847
stress,100,142,low_agents,1.0,0.6,0.01,100,8.89760000000001,1.0195514165107569,0.76,1.1111919162536574,1.21,0.6558978733019495,0.00041678596195665005,0.006741171559903089
stress,100,242,baseline_agents,1.0,0.6,0.01,100,4.360670000000008,1.5634638703335573,18.569767441860463,32.347939546228545,28.656565656565657,34.220820019087924,0.0003836575199837267,0.004400756306218446
stress,100,242,high_agents,1.0,0.6,0.01,100,3.8930000000000087,0.10800888478231398,20.71,2.43830956511956,63.29,4.542270602047197,0.00028309164853504936,0.0009947185736809414
stress,100,242,low_agents,1.0,0.6,0.01,100,9.159900000000011,0.9355304172586592,0.76,1.4363252775852353,1.16,0.6311765508824281,0.0003991691392043804,0.005841139345311914
strong_spillover,20,42,baseline_agents,0.0,0.6,0.001,20,2.950100000000005,1.7803144577352235,7.3125,5.884655186726462,11.9,8.795333691045618,0.000569518576758544,0.007859103449329405
strong_spillover,20,42,high_agents,0.0,0.6,0.001,20,3.910850000000007,0.10446972616127073,20.7,2.2734161635370627,64.25,4.191156102280636,0.00028636108477398764,0.0009902449865199798
strong_spillover,20,42,low_agents,0.0,0.6,0.001,20,7.302000000000009,0.9666306103378403,0.2,0.41039134083406165,1.2,0.6958523739384593,0.00045117820648641016,0.0030212233245544345
strong_spillover,20,142,baseline_agents,0.0,0.6,0.001,20,2.8105,2.0318433554417195,5.222222222222222,3.5901098714230026,10.2,8.17312669668102,0.0005704588453912407,0.007355466925531957
strong_spillover,20,142,high_agents,0.0,0.6,0.001,20,3.914350000000007,0.07658107159289523,21.05,2.762054917705485,64.6,3.2346804934547775,0.0002872754042347943,0.0009858000858124802
strong_spillover,20,142,low_agents,0.0,0.6,0.001,20,6.9910000000000085,1.0716485087545171,0.35,0.5871429486123998,1.05,0.22360679774997894,0.0004020958269070476,0.004388755850173162
strong_spillover,20,242,baseline_agents,0.0,0.6,0.001,20,2.0327999999999973,2.0285318673469592,4.411764705882353,4.988221420624437,8.25,8.546313455766207,0.0006861774875167821,0.008554468872133092
strong_spillover,20,242,high_agents,0.0,0.6,0.001,20,3.8775000000000075,0.11663325336058171,20.65,2.560324814919922,63.8,4.21276256404899,0.0002836825566866624,0.0009938113736696996
strong_spillover,20,242,low_agents,0.0,0.6,0.001,20,7.203000000000007,0.6507817161731431,0.2,0.5231483637805969,1.0,0.0,0.0004519064950161673,0.0022870474680392505
strong_spillover,50,42,baseline_agents,0.0,0.6,0.001,50,2.341580000000003,1.8718381241061317,10.761904761904763,25.84079731818446,9.78,8.524370824828285,0.0005371032899382562,0.0077838840609070845
strong_spillover,50,42,high_agents,0.0,0.6,0.001,50,3.9134600000000086,0.09834346517617304,20.4,2.3211538298959886,64.72,4.861510641177875,0.00028586353566788805,0.0009889030346016663
strong_spillover,50,42,low_agents,0.0,0.6,0.001,50,7.11580000000001,0.8667110951458853,0.2,0.45175395145262565,1.14,0.49528388066742046,0.0004480677866474805,0.0027229048373563153
strong_spillover,50,142,baseline_agents,0.0,0.6,0.001,50,2.775400000000003,1.9208436815575651,6.926829268292683,5.2315879229084885,10.76,7.88322942216253,0.0005688420289507364,0.007862745558724883
strong_spillover,50,142,high_agents,0.0,0.6,0.001,50,3.910500000000008,0.09300104234658592,20.9,2.749768079274308,65.1,4.036820328841371,0.0002758012987387243,0.0009851939231734072
strong_spillover,50,142,low_agents,0.0,0.6,0.001,50,7.052000000000009,0.9084973015583332,0.34,0.5573259772323189,1.14,0.4522054797526976,0.0004123919104365095,0.0044095973257037265
strong_spillover,50,242,baseline_agents,0.0,0.6,0.001,50,2.2917199999999993,1.975261925695442,5.380952380952381,4.798131653417899,9.04,8.169030617184013,0.0006811603601164017,0.008001876162470117
strong_spillover,50,242,high_agents,0.0,0.6,0.001,50,3.872080000000009,0.11497130786701934,20.58,2.43352436115329,64.7,4.267819784654188,0.0002800667830641404,0.0009938151817913581
